1,3,535.0,357.03,56.96,104.92,2,0.5331358909606934
1,3,536.03,405.05,58.92,93.86,1,0.6442819237709045
1,3,366.96,383.94,54.03,101.07,2,0.6526360511779785
1,3,366.02,427.05,57.91,89.87,1,0.6275686025619507
1,4,543.99,365.97,56.01,106.02,2,0.7525193095207214
1,4,544.91,411.87,58.17,91.26,1,0.6749422550201416
1,4,372.01,386.03,52.98,101.95,2,0.7114112973213196
1,4,371.0,432.0,58.99,91.99,1,0.692575991153717
1,5,551.09,371.17,59.79,110.62,2,0.589557409286499
1,5,552.13,418.19,62.73,95.6,1,0.6098913550376892
1,5,381.01,392.06,52.93,103.85,2,0.6394678950309753
1,5,379.95,437.95,57.06,93.09,1,0.6253214478492737
1,6,558.91,374.87,60.17,111.31,2,0.4675670266151428
1,6,560.02,425.03,61.96,97.92,1,0.6596319675445557
1,6,384.06,395.11,59.87,108.78,2,0.7290971279144287
1,6,384.95,442.93,60.09,93.15,1,0.6483885049819946
1,7,570.81,387.59,61.25,111.48,2,0.3546825349330902
1,7,574.9,436.85,59.18,94.28,1,0.7307984232902527
1,7,394.97,402.01,56.98,110.92,2,0.5788376331329346
1,7,392.1,449.17,61.77,97.63,1,0.5984095931053162
1,8,577.13,390.26,61.75,118.49,2,0.6104679703712463
1,8,580.96,441.95,61.08,93.13,1,0.6985905766487122
1,8,400.98,408.89,56.09,112.14,2,0.3519827127456665
1,8,400.91,455.89,62.13,98.2,1,0.5617607235908508
1,9,587.55,398.22,63.82,115.57,2,0.3922847509384155
1,9,593.72,454.59,59.53,87.8,1,0.5715211629867554
1,9,409.07,417.18,67.63,116.52,2,0.4808576703071594
1,9,410.89,466.87,66.08,99.16,1,0.4848388433456421
1,10,595.96,404.93,63.08,114.15,2,0.7362261414527893
1,10,604.1,459.17,58.8,90.68,1,0.6291803121566772
1,10,414.83,421.71,68.39,115.67,2,0.4288777709007263
1,10,417.59,472.95,67.42,100.8,1,0.4848388433456421
1,11,608.07,413.13,63.85,121.7,2,0.7579498291015625
1,11,613.3,468.5,60.4,102.95,1,0.6632782220840454
1,11,423.66,429.43,65.68,112.14,2,0.433339923620224
1,11,422.44,481.25,71.13,93.53,1,0.2995806336402893
1,12,616.96,415.95,63.07,121.14,2,0.7571097016334534
1,12,622.45,478.17,61.11,91.7,1,0.6050683856010437
1,12,430.42,435.02,66.74,113.13,2,0.433339923620224
1,12,429.14,487.59,72.31,94.1,1,0.2995806336402893
1,13,629.01,425.02,65.94,123.9,2,0.6512281894683838
1,13,637.06,486.11,59.86,94.77,1,0.6601678729057312
1,13,438.76,446.56,61.5,105.85,2,0.4450077414512634
1,14,638.99,436.96,64.03,125.04,2,0.754863977432251
1,14,641.07,495.08,64.88,97.83,1,0.7001904249191284
1,14,445.98,453.83,62.03,118.07,2,0.2890215814113617
1,15,653.01,444.03,66.95,127.92,2,0.7036623954772949
1,15,659.01,505.04,62.94,99.9,1,0.6653708219528198
1,15,454.66,464.31,64.54,128.97,2,0.3063727915287018
1,15,453.13,515.18,73.73,105.59,1,0.43551674485206604
1,16,660.02,453.02,70.97,130.95,2,0.766624927520752
1,16,665.15,511.22,68.71,106.55,1,0.6861754059791565
1,16,457.21,468.36,68.64,138.27,2,0.6038143634796143
1,16,454.02,521.0,77.01,107.01,1,0.6678308844566345
1,17,676.06,463.13,70.85,137.7,2,0.7276586294174194
1,17,683.14,520.27,65.69,114.43,1,0.6701853275299072
1,17,465.36,478.76,68.24,133.49,2,0.39394980669021606
1,17,465.97,532.99,74.97,108.92,1,0.4740590751171112
1,18,685.97,471.94,73.06,137.12,2,0.7890728116035461
1,18,688.14,525.22,72.73,122.57,1,0.704646646976471
1,18,471.35,489.64,74.25,146.52,2,0.5495070219039917
1,18,475.06,545.08,72.86,111.76,1,0.4827058017253876
1,19,699.95,487.89,72.09,136.16,2,0.7594934105873108
1,19,707.89,542.82,67.19,120.33,1,0.731691300868988
1,19,480.91,503.82,74.15,146.3,2,0.6914131045341492
1,19,483.98,560.94,73.03,113.05,1,0.6271719336509705
1,20,710.05,490.11,75.89,141.81,2,0.7537405490875244
1,20,717.98,553.96,70.03,122.06,1,0.6750872135162354
1,20,485.03,510.03,76.98,149.97,2,0.6858919262886047
1,20,488.08,570.09,74.87,116.8,1,0.6562808156013489
1,21,727.95,506.91,77.07,141.14,2,0.7725661993026733
1,21,736.99,569.98,70.01,124.02,1,0.7807002067565918
1,21,495.91,527.82,77.15,147.3,2,0.7573829889297485
1,21,495.05,587.07,78.9,123.84,1,0.8083426356315613
1,22,740.06,517.11,79.88,150.76,2,0.8094672560691833
1,22,744.99,581.98,75.02,125.04,1,0.8063332438468933
1,22,501.98,539.94,77.06,148.11,2,0.7464101910591125
1,22,503.07,595.12,77.87,131.77,1,0.78352290391922
1,23,758.88,530.8,82.2,148.38,2,0.7178990244865417
1,23,766.06,598.11,75.86,131.75,1,0.7510771751403809
1,23,510.0,556.97,77.99,150.97,2,0.6711048483848572
1,23,510.95,614.89,81.08,133.14,1,0.6847628355026245
1,24,771.03,547.04,81.94,153.88,2,0.7938296794891357
1,24,780.92,615.86,74.15,129.27,1,0.7583317160606384
1,24,517.01,571.0,77.99,153.97,2,0.732337474822998
1,24,517.92,635.84,79.17,130.28,1,0.7594089508056641
1,25,791.92,565.86,85.12,153.22,2,0.7260729074478149
1,25,801.0,635.99,77.97,131.97,1,0.7264178395271301
1,25,529.07,589.15,83.82,165.64,2,0.7855204343795776
1,25,530.06,656.12,82.84,138.73,1,0.7750419974327087
1,26,807.12,573.24,88.74,163.52,2,0.7343188524246216
1,26,811.01,649.01,86.97,134.97,1,0.7764509916305542
1,26,536.98,607.94,82.05,167.09,2,0.7827588319778442
1,26,538.99,671.98,83.02,141.03,1,0.7548193335533142
1,27,831.09,597.14,92.66,170.37,2,0.5603212714195251
1,27,835.04,672.06,90.9,140.85,1,0.7805705070495605
1,27,551.94,628.95,88.0,170.03,2,0.7185841798782349
1,27,554.11,692.23,85.71,151.48,1,0.7236772775650024
1,28,846.11,608.21,98.76,181.56,2,0.7332177758216858
1,28,850.96,690.94,93.07,141.11,1,0.7721419334411621
1,28,561.97,642.93,84.08,171.14,2,0.7317191958427429
1,28,562.9,715.82,88.19,148.33,1,0.7665138244628906
1,29,873.0,628.04,99.89,187.78,2,0.6503705382347107
1,29,878.04,717.07,97.87,146.81,1,0.7402040362358093
1,29,577.11,667.27,95.62,183.31,2,0.7027727961540222
1,29,578.43,734.81,96.98,165.26,1,0.6251487135887146
1,30,889.94,642.9,103.1,188.2,2,0.7579735517501831
1,30,900.05,732.09,94.9,152.82,1,0.7470672726631165
1,30,589.01,682.04,96.95,188.9,2,0.7327111959457397
1,30,589.88,760.79,98.22,163.37,1,0.7373540997505188
1,31,918.98,669.96,104.98,192.96,2,0.744434118270874
1,31,924.11,762.16,100.74,161.58,1,0.7119549512863159
1,31,602.95,712.85,98.92,193.83,2,0.5110645890235901
1,31,605.28,783.52,105.34,180.86,1,0.693015992641449
1,32,943.02,689.05,107.92,199.86,2,0.7598166465759277
1,32,942.96,784.93,108.05,164.09,1,0.6891658902168274
1,32,620.08,729.26,103.73,207.44,2,0.7240884304046631
1,32,620.82,814.72,110.28,179.47,1,0.7136019468307495
1,33,979.97,717.97,114.97,204.96,2,0.7585572600364685
1,33,974.06,818.08,122.77,170.71,1,0.6714493036270142
1,33,641.85,768.74,103.14,209.27,2,0.6945056319236755
1,33,641.16,849.32,116.51,192.18,1,0.6630658507347107
1,34,1004.0,739.99,119.98,209.97,2,0.7714319229125977
1,34,991.23,841.29,134.52,180.36,1,0.6438945531845093
1,34,657.98,794.04,110.87,215.79,2,0.6255115866661072
1,34,657.81,882.72,121.24,194.41,1,0.6075662970542908
1,35,1045.02,777.03,128.88,218.8,2,0.7733557820320129
1,35,1032.24,879.35,142.32,192.07,1,0.6169047355651855
1,35,683.86,838.91,121.83,222.76,2,0.6211994290351868
1,35,677.98,934.77,139.62,149.37,1,0.5521913766860962
1,36,1074.16,800.27,135.63,232.36,2,0.7148799896240234
1,36,1054.73,905.58,154.49,175.9,1,0.5991576313972473
1,36,701.21,868.79,129.43,209.42,2,0.6039849519729614
1,36,700.16,950.33,134.58,131.53,1,0.4604175388813019
1,37,1120.85,844.77,147.11,235.22,2,0.7076646089553833
1,37,1099.64,942.72,181.38,140.6,1,0.5317674279212952
1,37,714.86,890.43,133.55,212.89,2,0.6039849519729614
1,37,735.85,927.17,134.12,148.87,1,0.5690618753433228
1,38,1151.04,872.12,163.6,211.14,2,0.3732728362083435
1,38,1131.33,974.76,196.17,107.59,1,0.28247445821762085
1,38,751.48,961.25,144.93,123.44,1,0.32206666469573975
1,39,1176.13,893.74,169.6,213.93,2,0.3732728362083435
1,39,1161.06,999.15,192.41,102.29,1,0.28247445821762085
1,39,768.11,981.33,147.19,121.18,1,0.32206666469573975
1,91,247.96,213.93,35.19,52.28,2,0.3041791319847107
1,92,208.52,183.97,31.13,47.0,2,0.3041791319847107
1,93,365.07,173.11,41.89,70.81,1,0.4175463020801544
1,93,364.0,205.0,37.0,51.0,1,0.46231022477149963
1,94,366.45,197.12,39.97,59.47,1,0.2502608895301819
1,94,344.18,175.36,34.39,49.77,1,0.46231022477149963
1,95,256.0,223.0,31.99,52.98,2,0.37177079916000366
1,95,369.31,175.92,40.33,68.78,1,0.41558703780174255
1,95,368.14,206.19,37.69,51.58,1,0.35589510202407837
1,96,258.06,226.1,32.85,54.75,2,0.485231876373291
1,96,370.85,174.79,40.25,69.43,1,0.26750195026397705
1,96,371.24,204.39,36.5,53.25,1,0.28870928287506104
1,97,259.99,229.97,35.01,55.03,2,0.601418673992157
1,97,370.81,173.3,41.14,71.04,1,0.26750195026397705
1,97,372.53,204.27,35.39,52.8,1,0.28870928287506104
1,98,261.02,232.03,37.95,55.95,2,0.5404930710792542
1,98,105.92,716.93,194.35,135.24,2,0.27901145815849304
1,99,263.05,235.08,38.88,57.82,2,0.5290864109992981
1,99,84.65,700.11,191.24,131.71,2,0.27901145815849304
1,99,264.37,223.25,37.57,59.32,1,0.30341625213623047
1,100,266.0,237.04,37.97,58.93,2,0.32430538535118103
1,100,247.32,226.61,36.83,59.69,1,0.30341625213623047
1,101,270.87,242.81,37.21,57.33,2,0.5402209162712097
1,101,271.71,226.91,35.15,58.25,1,0.36886560916900635
1,102,273.96,246.93,36.08,57.12,2,0.5197669863700867
1,102,275.54,233.51,33.52,55.88,1,0.2702712118625641
1,103,276.66,254.45,36.67,54.02,2,0.3609878420829773
1,103,269.72,236.89,32.69,55.81,1,0.2702712118625641
1,104,278.99,257.92,36.75,53.93,2,0.3609878420829773
1,105,281.07,259.11,41.84,57.79,2,0.5719802379608154
1,105,283.06,242.23,37.7,61.52,1,0.3573048710823059
1,106,283.1,260.15,42.81,60.72,2,0.6146863102912903
1,106,280.66,245.47,37.56,62.05,1,0.3573048710823059
1,107,289.03,264.07,40.91,62.84,2,0.6239908337593079
1,108,292.96,267.94,41.08,62.12,2,0.6955840587615967
1,108,292.97,250.03,39.97,63.96,1,0.5281945466995239
1,109,296.88,273.81,41.22,61.34,2,0.47969600558280945
1,109,292.49,253.08,40.09,64.56,1,0.5281945466995239
1,110,299.93,279.89,41.13,60.2,2,0.6006317734718323
1,110,300.96,258.04,37.94,65.86,1,0.27081170678138733
1,111,303.03,284.04,43.94,61.91,2,0.7072935104370117
1,111,304.11,260.31,39.64,68.39,1,0.27314966917037964
1,112,308.03,285.06,42.93,64.89,2,0.7713606357574463
1,112,308.0,264.04,42.92,69.89,1,0.5020530223846436
1,113,313.0,289.01,44.99,65.98,2,0.7445235848426819
1,113,313.02,270.07,42.86,71.75,1,0.40276437997817993
1,114,317.02,292.04,43.95,67.92,2,0.7099490761756897
1,114,316.95,272.96,43.06,72.1,1,0.5455670952796936
1,115,321.96,296.95,44.06,68.09,2,0.6317780017852783
1,115,323.91,276.0,40.04,73.01,1,0.3263307809829712
1,116,323.89,304.83,47.22,65.33,2,0.6663500666618347
1,116,325.02,279.99,42.96,73.99,1,0.3519829511642456
1,117,332.99,310.0,45.0,65.99,2,0.7658564448356628
1,117,331.99,286.0,45.0,76.0,2,0.27056753635406494
1,117,331.92,285.96,43.98,74.99,1,0.3571110963821411
1,118,337.06,313.1,45.87,69.8,2,0.7355489134788513
1,118,335.98,286.91,44.05,79.08,1,0.37694379687309265
1,118,342.23,263.33,40.39,72.88,2,0.27056753635406494
1,118,336.1,288.25,44.74,77.53,1,0.34610843658447266
1,119,341.02,318.03,46.95,71.92,2,0.7310608625411987
1,119,334.36,292.12,44.2,79.5,1,0.37694379687309265
1,119,341.95,295.92,45.08,76.13,1,0.7232508659362793
1,120,346.02,321.04,46.96,73.93,2,0.7179216742515564
1,120,346.93,298.92,43.13,76.2,1,0.4506301283836365
1,121,349.95,329.92,47.1,71.15,2,0.7900091409683228
1,121,350.04,302.08,44.91,77.85,1,0.5125501155853271
1,122,353.02,334.03,47.96,72.94,2,0.7536574006080627
1,122,353.03,308.04,45.94,79.89,1,0.6423772573471069
1,123,360.07,339.12,48.85,76.75,2,0.689001202583313
1,123,360.95,312.95,44.06,80.1,1,0.6024509072303772
1,124,364.0,342.01,50.99,77.99,2,0.7103785872459412
1,124,463.94,266.97,39.95,59.93,2,0.2803489565849304
1,124,364.99,317.99,47.98,81.0,1,0.5405188798904419
1,125,372.01,347.03,50.96,79.94,2,0.6970852017402649
1,125,468.15,270.02,39.79,58.69,2,0.32437267899513245
1,125,371.97,323.0,47.0,81.98,1,0.4286792278289795
1,126,374.97,354.94,53.07,79.1,2,0.7572904825210571
1,126,479.85,265.64,38.6,56.38,2,0.32437267899513245
1,126,374.17,326.29,49.66,87.4,1,0.5680384039878845
1,127,381.11,360.18,53.76,83.62,2,0.6457423567771912
1,127,474.87,253.05,42.06,73.11,1,0.4103551506996155
1,127,478.08,279.06,38.86,58.79,2,0.581384539604187
1,127,380.98,332.0,48.0,88.97,1,0.5097407698631287
1,128,387.97,365.96,51.05,84.07,2,0.6949486136436462
1,128,486.19,253.3,41.91,72.73,1,0.4103551506996155
1,128,479.15,281.11,40.76,58.67,2,0.4461689889431
1,128,385.97,337.95,51.05,88.11,1,0.7534902095794678
1,129,391.06,373.08,55.87,87.81,2,0.6970664858818054
1,129,482.08,258.07,41.9,75.81,1,0.564395546913147
1,129,484.09,287.08,40.84,59.76,2,0.6210795640945435
1,129,392.01,345.01,50.97,89.94,1,0.6824367642402649
1,130,394.0,381.98,55.02,89.02,2,0.7260555028915405
1,130,484.04,258.05,43.94,77.89,1,0.7288548350334167
1,130,487.13,285.17,40.77,61.65,2,0.6025515794754028
1,130,395.17,349.28,52.67,94.41,1,0.5308787822723389
1,131,403.9,392.86,55.16,87.26,2,0.6974388957023621
1,131,487.95,261.88,43.13,75.22,1,0.6998405456542969
1,131,489.07,288.08,41.87,63.8,2,0.6953921914100647
1,131,403.71,359.49,50.46,93.81,1,0.3124105632305145
1,132,409.07,393.13,57.85,94.75,2,0.7824164628982544
1,132,492.07,264.1,41.89,78.77,1,0.7160838842391968
1,132,492.0,292.97,41.02,63.03,2,0.6948535442352295
